ID,Input,Expected,English,Intent,Correct,Flags,Trans Time,LLM Time,Total Time
gen_307,කලින් පිටුවට ගිහින් බලමු,PREVIOUS_PAGE,Let's go to the previous page.,PREVIOUS_PAGE,True,"{""language_style"": ""simple""}",2.016,4.605,6.621
gen_308,පිටුවක් පස්සට පෙරලන්න,PREVIOUS_PAGE,Turn back to the page,PREVIOUS_PAGE,True,"{""language_style"": ""simple""}",1.284,4.734,6.018
gen_309,පෙර පිටුවට හැරෙන්න,PREVIOUS_PAGE,Go back to the previous page,PREVIOUS_PAGE,True,"{""language_style"": ""simple""}",1.377,4.716,6.092
gen_310,ආපස්සට පිටුවක් පෙරලන්න,PREVIOUS_PAGE,Turn a page back,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.158,4.575,5.733
gen_311,ඊළඟ ප්‍රවෘත්තියට යමු,NEXT_ARTICLE,Let's get to the next news.,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",2.023,4.666,6.689
gen_312,ඊළඟට තියෙන පුවත කියවන්න,NEXT_ARTICLE,Read the next news.,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.244,4.513,5.757
gen_313,වෙන පුවතක් අරගන්න,NEXT_ARTICLE,Get another note.,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.103,4.544,5.647
gen_314,ඊළඟ ලිපියට මාරු වෙන්න,NEXT_ARTICLE,Switch to the next article,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.274,4.568,5.841
gen_315,මේක ඇති ඊළඟ ප්‍රවෘත්තිය කියවන්න,NEXT_ARTICLE,This is enough. Read the next news.,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.933,4.568,6.501
gen_316,කලින් කියවපු එකට යන්න,PREVIOUS_ARTICLE,Previously on Go Together,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.275,4.477,5.752
gen_317,පෙර ප්‍රවෘත්තියට ආපහු යමු,PREVIOUS_ARTICLE,Let's get back to the news.,PREVIOUS_ARTICLE,True,"{""language_style"": ""simple""}",2.021,4.698,6.719
gen_318,මීට කලින් තිබ්බ පුවත ගන්න,PREVIOUS_ARTICLE,I should have known before .,EXPLAIN,False,"{""language_style"": ""simple""}",1.462,4.512,5.974
gen_319,අර කලින් කියවපු ප්‍රවෘත්තිය,PREVIOUS_ARTICLE,That's the news I read earlier.,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",2.058,4.906,6.964
gen_320,පස්සට ගිහින් අර පුවත ආයේ අරගන්න,PREVIOUS_ARTICLE,Go back and get that news again,REPEAT,False,"{""language_style"": ""simple""}",1.581,5.085,6.666
gen_321,සාරාංශයක් විදිහට කියන්නකෝ,SUMMARIZE,Let me summarize it .,SUMMARIZE,True,"{""language_style"": ""simple""}",1.391,8.733,10.124
gen_322,මේකේ කෙටි සාරාංශයක් ඕනේ,SUMMARIZE,This needs a brief summary .,SUMMARIZE,True,"{""language_style"": ""brief""}",1.311,4.814,6.124
gen_323,වැදගත් ටික විතරක් කියන්න,SUMMARIZE,Just tell me the important things.,SUMMARIZE,True,"{""language_style"": ""simple""}",1.922,4.949,6.871
gen_324,මට මේකේ සාරාංශය දෙන්න පුළුවන්ද,SUMMARIZE,Can I give you a summary of this ?,SUMMARIZE,True,"{""language_style"": ""simple""}",2.347,40.679,43.026
gen_325,මේ ප්‍රවෘත්තිය කෙටි කරලා කියන්න,SUMMARIZE,Shorten the news .,SUMMARIZE,True,"{""language_style"": ""simple""}",0.693,4.476,5.169
gen_326,ලොකු විස්තරයක් නැතුව කෙටියෙන් කියන්න,SUMMARIZE,I'll tell you shortly without much detail.,SUMMARIZE,True,"{""detail_level"": ""brief""}",2.583,4.663,7.246
gen_327,සම්පූර්ණ කතාවම නැතුව සාරාංශය කියවන්න,SUMMARIZE,Read the summary without completing the story,SUMMARIZE,True,"{""detail_level"": ""brief""}",2.285,4.608,6.893
gen_328,මේකේ හරය මොකක්ද,SUMMARIZE,What's the point of this?,EXPLAIN,False,"{""language_style"": ""simple""}",1.864,4.454,6.319
gen_329,කෙටි සටහනක් විදිහට මේක කියන්න,SUMMARIZE,"As a brief note , I 'll tell you this .",SUMMARIZE,True,"{""detail_level"": ""brief""}",2.617,4.837,7.454
gen_330,වැදගත්ම කරුණු ටික ගොනු කරලා කියන්න,SUMMARIZE,I want to know the most important things .,SUMMARIZE,True,"{""detail_level"": ""brief""}",1.988,4.538,6.527
gen_331,මේක පැහැදිලි කරන්න,EXPLAIN,Explain this .,EXPLAIN,True,"{""language_style"": ""simple""}",1.285,4.661,5.945
gen_332,තව ටිකක් තේරෙන විදිහට කියන්න,EXPLAIN,Let me explain a little more clearly .,EXPLAIN,True,"{""language_style"": ""simple""}",1.833,4.699,6.532
gen_333,මට මේකේ තේරුම කියල දෙන්න,EXPLAIN,Let me know what this means .,IDENTIFY_CONTENT,False,"{""language_style"": ""simple""}",1.654,4.719,6.373
gen_334,මේ ඡේදයේ අර්ථය විස්තර කරන්න,EXPLAIN,Describe the meaning of this paragraph,EXPLAIN,True,"{""language_style"": ""simple""}",1.673,4.683,6.356
gen_335,මේ කරුණ තවදුරටත් විස්තර කරලා කියන්න,EXPLAIN,Let me explain this further .,EXPLAIN,True,"{""language_style"": ""simple""}",1.392,4.677,6.07
gen_336,මොකක්ද මේ කියන්නේ කියලා පැහැදිලි කරන්න,EXPLAIN,Explain what you're saying.,EXPLAIN,True,"{""language_style"": ""simple""}",2.077,4.625,6.702
gen_337,මේ සිද්ධියේ පසුබිම ගැන පැහැදිලි කරන්න,EXPLAIN,Explain the background of this incident.,EXPLAIN,True,"{""language_style"": ""simple""}",2.013,4.671,6.684
gen_338,මට තේරුම් ගන්න අමාරුයි මේක විස්තර කරන්න,EXPLAIN,I find it hard to explain this.,EXPLAIN,True,"{""language_style"": ""simple""}",1.796,4.767,6.564
gen_339,මේකෙන් අදහස් වෙන්නේ මොකක්ද,EXPLAIN,What does this mean?,EXPLAIN,True,"{""language_style"": ""simple""}",1.181,4.586,5.768
gen_340,තව දුරටත් මේ ගැන කරුණු දක්වන්න,EXPLAIN,More details about this,EXPLAIN,True,"{""detail_level"": ""detailed""}",1.048,4.627,5.675
gen_341,සරලව කියන්න,SIMPLIFY,I just want to say,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.308,4.585,5.894
gen_342,ලේසි වචන වලින් පැහැදිලි කරන්න,SIMPLIFY,Explain in simple words,EXPLAIN,False,"{""language_style"": ""simple""}",1.418,4.411,5.829
gen_343,බර වචන නැතුව කියන්න,SIMPLIFY,I'm not saying that.,EXPLAIN,False,"{""language_style"": ""simple""}",1.647,4.409,6.056
gen_344,මේක තව ටිකක් සරල කරන්න පුළුවන්ද,SIMPLIFY,Can you make this a little easier?,SIMPLIFY,True,"{""language_style"": ""simple""}",1.862,4.521,6.383
gen_345,සරල භාෂාවෙන් මට මේක කියල දෙන්න,SIMPLIFY,"In simple language, let me tell you this.",SIMPLIFY,True,"{""language_style"": ""simple""}",2.121,4.882,7.003
gen_346,අමාරු වචන අයින් කරලා ලේසියෙන් කියන්න,SIMPLIFY,Remove the hard words and say it easily,SIMPLIFY,True,"{""language_style"": ""simple""}",2.023,4.613,6.636
gen_347,පොඩි කෙනෙකුට කියනවා වගේ සරලව කියන්න,SIMPLIFY,Tell a little one like that,SUMMARIZE,False,"{""language_style"": ""simple""}",1.43,4.513,5.943
gen_348,සංකීර්ණ වචන නැතුව කියවන්න,SIMPLIFY,Read without complicated words,SIMPLIFY,True,"{""language_style"": ""simple""}",1.204,4.495,5.699
gen_349,මේ ලිපිය ඉතාමත් සරලව කියන්න,SIMPLIFY,This article is very simple to say,SIMPLIFY,True,"{""language_style"": ""simple""}",1.642,4.571,6.212
gen_350,තේරුම් ගන්න ලේසි විදිහට මේක සරල කරන්න,SIMPLIFY,Make it easy to understand,SIMPLIFY,True,"{""language_style"": ""simple""}",1.297,4.553,5.85
gen_351,වෙන විදිහකට මේක කියන්න,REPHRASE,Another way to say this,REPHRASE,True,"{""language_style"": ""simple""}",1.261,4.796,6.056
gen_352,අදහස වෙනස් නොකර වෙනස් වචන වලින් කියන්න,REPHRASE,I'm not changing my mind.,STOP,False,"{""speed"": ""fast""}",1.837,4.431,6.268
gen_353,ඔය වාක්‍යය වෙනස් කරලා කියන්න,REPHRASE,Change the sentence and tell me,EXPLAIN,False,"{""language_style"": ""simple""}",1.418,4.718,6.136
gen_354,වෙනත් වචන පාවිච්චි කරලා පැහැදිලි කරන්න,REPHRASE,Explain using other words,EXPLAIN,False,"{""language_style"": ""simple""}",1.499,4.676,6.175
gen_355,මට මේක වෙන විදිහකින් අහන්න ඕනේ,REPHRASE,I need to hear this another way .,REPHRASE,True,"{""language_style"": ""simple""}",1.899,4.979,6.878
gen_356,වාක්‍ය රටාව වෙනස් කරලා කියවන්න,REPHRASE,Change the sentence pattern and read it,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.784,377.488,379.272
gen_357,වෙනත් ආකාරයකට මේක ගොනු කරන්න,REPHRASE,Other way to file this,REPHRASE,True,"{""language_style"": ""simple""}",0.792,4.334,5.126
gen_358,ඔය ටිකම වෙන විදිහකට කියන්න පුළුවන්ද,REPHRASE,Can you tell me that in another way?,REPHRASE,True,"{""language_style"": ""simple""}",2.519,4.088,6.607
gen_359,මට තේරුණේ නෑ වෙන වචන වලින් කියන්න,REPHRASE,I don't understand. I don't know.,EXPLAIN,False,"{""language_style"": ""simple""}",3.013,3.887,6.9
gen_360,මේක වෙනත් විදිහකට ඉදිරිපත් කරන්න,REPHRASE,Put this in another way.,REPHRASE,True,"{""language_style"": ""simple""}",1.776,3.997,5.773
gen_361,ආයෙත් කියන්න,REPEAT,Say it again .,REPEAT,True,"{""speed"": ""fast""}",1.366,3.817,5.183
gen_362,මට ඇහුණේ නෑ නැවත කියන්න,REPEAT,I didn't hear you say it again.,REPEAT,True,"{""speed"": ""fast""}",2.609,3.735,6.343
gen_363,මුල ඉඳන් කියවන්න,REPEAT,Read it from the beginning,GO_TO_START,False,"{""language_style"": ""simple""}",1.58,3.908,5.487
gen_364,අර කියපු එක ආයෙත් කියන්න පුළුවන්ද,REPEAT,Can you say that again ?,REPEAT,True,"{""language_style"": ""simple""}",1.928,3.86,5.788
gen_365,ඔය වාක්‍යය ආයෙත් සැරයක් කියවන්න,REPEAT,Read that sentence again .,REPEAT,True,"{""speed"": ""fast""}",1.537,3.758,5.295
gen_366,නවතින්න,STOP,Stop it .,STOP,True,"{""speed"": ""fast""}",1.233,3.645,4.879
gen_367,දැන් ඇති කියෙව්වා,STOP,Enough of that .,STOP,True,"{""language_style"": ""simple""}",1.658,3.739,5.397
gen_368,ඔතනින් කියවීම නවත්වන්න,STOP,Stop reading from there,STOP,True,"{""speed"": ""fast""}",1.274,3.748,5.022
gen_369,පොඩ්ඩක් නවත්වන්න පුළුවන්ද,STOP,Can you stop it a little bit ?,STOP,True,"{""speed"": ""fast""}",2.294,3.733,6.026
gen_370,හරි දැන් නතර කරන්න,STOP,"Okay , now stop .",STOP,True,"{""speed"": ""fast""}",1.437,3.764,5.201
gen_371,සිරස්තල කියවන්න,READ_HEADLINES,Read the headlines,READ_HEADLINES,True,"{""language_style"": ""simple""}",1.352,3.916,5.268
gen_372,අද ප්‍රධාන ප්‍රවෘත්ති මොනවද,READ_HEADLINES,What's the big news today?,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",2.263,3.866,6.129
gen_373,මුල් පිටුවේ සිරස්තල ටික අහන්න ඕනේ,READ_HEADLINES,I need to hear the headlines .,READ_HEADLINES,True,"{""language_style"": ""simple""}",2.205,3.967,6.172
gen_374,දිනමිණ පත්තරේ අද සිරස්තල කියවන්න,READ_HEADLINES,Read the headlines in the daily newspaper today,READ_HEADLINES,True,"{""language_style"": ""simple""}",2.713,3.952,6.664
gen_375,වෙනත් ප්‍රධාන පුවත් මොනවද,READ_HEADLINES,What are the other major news,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.772,3.857,5.629
gen_376,ක්‍රීඩා පිටුවට යන්න,NAVIGATE_SECTION,Go to the games page,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.639,3.879,5.518
gen_377,වාණිජ පුවත් තියෙන තැනට යන්න,NAVIGATE_SECTION,Go where there's commercial news.,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",2.259,3.854,6.113
gen_378,විදේශ පුවත් කොටසට යමු,NAVIGATE_SECTION,Let's go to foreign news section,NAVIGATE_SECTION,True,"{""language_style"": ""simple""}",2.316,4.068,6.384
gen_379,දේශපාලන ලිපි තියෙන පිටුවට පෙරලන්න,NAVIGATE_SECTION,Go to the page with political articles,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.864,3.925,5.789
gen_380,කතුවැකිය තියෙන පිටුවට යන්න,NAVIGATE_SECTION,Go to the page with the book,NEXT_PAGE,False,"{""language_style"": ""simple""}",2.039,3.774,5.813
gen_381,මේකේ මොනවද තියෙන්නේ,IDENTIFY_CONTENT,What's in this?,READ_ARTICLE,False,"{""language_style"": ""simple""}",1.737,3.854,5.59
gen_382,මේ පිටුවේ තියෙන දේවල් මොනවද,IDENTIFY_CONTENT,What's on this page?,READ_ARTICLE,False,"{""language_style"": ""simple""}",2.054,3.89,5.944
gen_383,මෙතන තියෙන මාතෘකා මොනවද,IDENTIFY_CONTENT,What are the titles here?,READ_ARTICLE,False,"{""language_style"": ""simple""}",1.673,3.899,5.572
gen_384,මේක ඇතුලේ තියෙන අන්තර්ගතය මොකක්ද,IDENTIFY_CONTENT,What's in this?,READ_ARTICLE,False,"{""language_style"": ""simple""}",1.719,3.815,5.534
gen_385,මුලටම යන්න,GO_TO_START,Go to the beginning,GO_TO_START,True,"{""language_style"": ""simple""}",1.219,3.813,5.032
gen_386,පළවෙනි පිටුවට යන්න,GO_TO_START,Go to the first page,GO_TO_START,True,"{""language_style"": ""simple""}",1.509,3.778,5.287
gen_387,අගටම යන්න,GO_TO_END,I'm going to go.,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.72,3.849,5.569
gen_388,අන්තිම පිටුවට යන්න,GO_TO_END,Go to the last page,GO_TO_END,True,"{""language_style"": ""simple""}",1.427,3.868,5.295
gen_389,දහවෙනි පිටුවට යන්න,NAVIGATE_PAGE_NUMBER,Go to the tenth page,NEXT_PAGE,False,"{""page_number"": 10}",1.642,3.754,5.395
gen_390,පිටු අංක හතර පෙරලන්න,NAVIGATE_PAGE_NUMBER,Page number four,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.021,3.819,4.839
gen_391,ආ... ඊළඟ එකට යමු නේද,NEXT_ARTICLE,"Uh... let's go to the next one, shall we?",NEXT_PAGE,False,"{""language_style"": ""simple""}",3.232,4.004,7.236
gen_392,හ්ම්... මේක සරල කරන්න පුළුවන්ද,SIMPLIFY,Um... can you make this simple?,SIMPLIFY,True,"{""language_style"": ""simple""}",2.045,4.037,6.082
gen_393,මට ඕනේ අර කලින් කියපු එක ආයේ අහන්න,PREVIOUS_ARTICLE,I want to hear that one again .,REPEAT,False,"{""speed"": ""fast""}",2.058,3.735,5.793
gen_394,මේක නම් තේරෙන්නේ නෑ පොඩ්ඩක් පැහැදිලි කරලා දෙන්න,EXPLAIN,I don't understand this. Let me explain.,EXPLAIN,True,"{""language_style"": ""simple""}",2.643,3.86,6.503
gen_395,අද පත්තරේ තියෙන ඔක්කොම සිරස්තල ටික මට කියවලා ඇහෙන්න සලස්වන්න,READ_HEADLINES,All the headlines in today's paper read me and make sure I hear them.,READ_HEADLINES,True,"{""language_style"": ""simple""}",4.042,4.085,8.127
gen_396,ඇත්තටම මට මේකේ සාරාංශයක් විතරක් දැනගන්න ලැබුණා නම් ඇති,SUMMARIZE,"Actually , I wish I had only known a summary of this .",SUMMARIZE,True,"{""language_style"": ""simple""}",3.107,3.942,7.049
gen_397,පොඩ්ඩක් ඉන්න ඔතනින් නවත්වලා මට කියන්න ඔය කියපු දේ වෙනස් විදිහකට,REPHRASE,ERROR,ERROR,False,{},0,0,0
gen_398,මොකක්ද ඒ කිව්වේ මට හරියට ඇහුනේ නෑ ආයෙත් මුල ඉඳන් කියවන්න,REPEAT,What did that say I didn't hear it again read it from the beginning,REPEAT,True,{},3.486,3.664,7.149
gen_399,මේ පිටුව නම් කියවලා ඉවරයි අපි ඊළඟ පිටුවට යමු,NEXT_PAGE,This page is finished . Let 's go to the next page .,NEXT_PAGE,True,"{""language_style"": ""simple""}",3.005,3.94,6.946
gen_400,මට මේ ප්‍රවෘත්තිය ඇතුලේ තියෙන දේවල් මොනවද කියලා කෙටියෙන් හඳුන්වලා දෙන්න,IDENTIFY_CONTENT,Let me know what's in this news.,IDENTIFY_CONTENT,True,"{""language_style"": ""simple""}",2.337,3.908,6.244
gen_401,අපි ඊළඟ පිටුවට යමු,NEXT_PAGE,Let's go to the next page.,NEXT_PAGE,True,"{""language_style"": ""simple""}",2.313,3.777,6.09
gen_402,මේ පිටුව ඉවරයි ඉස්සරහට යන්න,NEXT_PAGE,This page is over . Go ahead .,NEXT_PAGE,True,"{""language_style"": ""simple""}",2.208,3.825,6.034
gen_403,ඊළඟට තියෙන පිටුව කියවන්න,NEXT_PAGE,Read the next page,NEXT_PAGE,True,"{""language_style"": ""simple""}",1.156,3.737,4.894
gen_404,ඉස්සරහට පිටුවක් පෙරලමු,NEXT_PAGE,Let's go ahead and get a page.,NEXT_PAGE,True,"{""language_style"": ""simple""}",2.665,3.816,6.481
gen_405,ඊළඟ එකට යන්න,NEXT_PAGE,Next time we go together,NEXT_PAGE,True,"{""language_style"": ""simple""}",1.328,3.802,5.13
gen_406,ආපහු පස්සට යන්න,PREVIOUS_PAGE,Go back to the drawing board .,PREVIOUS_ARTICLE,False,"{""language_style"": ""simple""}",2.33,4.019,6.349
gen_407,අපි කලින් පිටුවට ගිහින් බලමු,PREVIOUS_PAGE,Let 's go to the front page and see .,GO_TO_START,False,{},2.502,3.618,6.121
gen_408,පෙර පිටුවට මාරු වෙන්න,PREVIOUS_PAGE,Change to previous page,PREVIOUS_PAGE,True,"{""language_style"": ""simple""}",1.109,3.826,4.935
gen_409,ආපස්සට පිටුවක් පෙරලන්න පුළුවන්ද,PREVIOUS_PAGE,Can you turn a page back?,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.667,3.88,5.546
gen_410,කලින් තිබ්බ පිටුවට යන්න,PREVIOUS_PAGE,Previously on Go to the Page,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.696,3.85,5.546
gen_411,ඊළඟ ප්‍රවෘත්තිය මොකක්ද,NEXT_ARTICLE,What's the next news?,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.633,3.877,5.51
gen_412,මේ පුවත ඉවරයි ඊළඟ එක ගන්න,NEXT_ARTICLE,This news is over. Get the next one.,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",2.249,3.961,6.21
gen_413,ඊළඟට තියෙන ලිපිය කියවන්න පටන් ගන්න,NEXT_ARTICLE,Start reading the next article.,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.506,3.903,5.409
gen_414,වෙනත් ප්‍රවෘත්තියකට යමු,NEXT_ARTICLE,Let's go to another news.,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.917,3.847,5.763
gen_415,ඊළඟ සිරස්තලයට යන්න,NEXT_ARTICLE,Go to the next heading,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.422,3.861,5.283
gen_416,කලින් ප්‍රවෘත්තියට ආපහු යන්න,PREVIOUS_ARTICLE,Back to the news .,PREVIOUS_ARTICLE,True,"{""language_style"": ""simple""}",1.336,3.845,5.182
gen_417,පෙර කියවපු පුවතට ආයේ යන්න,PREVIOUS_ARTICLE,Go back to the previously read news,PREVIOUS_ARTICLE,True,"{""language_style"": ""simple""}",1.796,3.946,5.741
gen_418,මීට කලින් තිබ්බ ලිපිය ගන්න,PREVIOUS_ARTICLE,Previously on Get the Article,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.434,3.812,5.245
gen_419,අර අන්තිමට කියවපු එකට යන්න,PREVIOUS_ARTICLE,Go to the last one you read,GO_TO_END,False,"{""language_style"": ""simple""}",1.66,4.001,5.661
gen_420,පස්සට ගිහින් අර පුවත කියවන්න,PREVIOUS_ARTICLE,Go back and read that news .,PREVIOUS_ARTICLE,True,"{""language_style"": ""simple""}",1.621,3.961,5.582
gen_421,මේකේ සාරාංශයක් මට දෙන්න පුළුවන්ද,SUMMARIZE,Can I get a summary of this?,SUMMARIZE,True,"{""language_style"": ""simple""}",2.158,3.925,6.083
gen_422,මේ ප්‍රවෘත්තියේ කෙටි සටහනක් කියන්න,SUMMARIZE,Give me a brief note of this news .,SUMMARIZE,True,"{""language_style"": ""simple""}",1.968,3.858,5.826
gen_423,සාරාංශ කරලා කියවන්න,SUMMARIZE,Read the summary.,SUMMARIZE,True,"{""language_style"": ""simple""}",1.395,3.899,5.294
gen_424,මේ මුළු ලිපියම කෙටි කරලා කියන්න,SUMMARIZE,Shorten the whole article.,SUMMARIZE,True,"{""language_style"": ""simple""}",1.49,3.936,5.427
gen_425,මට වෙලාව නෑ මේක කෙටියෙන් අහන්න ඕනේ,SUMMARIZE,I don't have time to hear this briefly.,NEXT_PAGE,False,"{""speed"": ""fast""}",2.801,3.808,6.609
gen_426,මේකේ ප්‍රධාන අදහස විතරක් සාරාංශ කරන්න,SUMMARIZE,Just summarize the main idea of this.,SUMMARIZE,True,"{""language_style"": ""simple""}",2.291,3.929,6.219
gen_427,වැදගත් කරුණු ටික විතරක් කියවන්න,SUMMARIZE,Just read some important facts.,SUMMARIZE,True,"{""detail_level"": ""brief""}",1.46,3.844,5.304
gen_428,මේකේ අගමුල කෙටියෙන් කියන්න,SUMMARIZE,Let me tell you the truth.,EXPLAIN,False,"{""language_style"": ""simple""}",1.683,3.81,5.493
gen_429,සාරාංශයක් අහන්නයි මට ඕනේ,SUMMARIZE,I need to ask you a summary .,SUMMARIZE,True,"{""language_style"": ""simple""}",2.097,3.958,6.055
gen_430,අනවශ්‍ය දේවල් නැතුව කෙටියෙන් කියන්න,SUMMARIZE,Tell me shortly without unnecessary things,SUMMARIZE,True,"{""detail_level"": ""brief""}",2.625,3.828,6.453
gen_431,මේක මට තේරෙන්නේ නෑ පැහැදිලි කරන්න,EXPLAIN,I don't understand this. Explain.,EXPLAIN,True,"{""language_style"": ""simple""}",2.908,3.899,6.808
gen_432,මේ ඡේදයේ තේරුම මොකක්ද කියලා විස්තර කරන්න,EXPLAIN,Describe what this verse means,EXPLAIN,True,"{""language_style"": ""simple""}",1.76,3.774,5.534
gen_433,මේ කරුණ තවදුරටත් පැහැදිලි කරලා දෙන්න,EXPLAIN,Please explain this further.,EXPLAIN,True,"{""language_style"": ""simple""}",1.498,3.729,5.227
gen_434,මොකක්ද මේකෙන් අදහස් වෙන්නේ කියලා කියන්න,EXPLAIN,Tell me what this means.,EXPLAIN,True,"{""language_style"": ""simple""}",1.562,3.854,5.416
gen_435,මේකෙ පසුබිම ගැන පැහැදිලි කිරීමක් කරන්න,EXPLAIN,Make an explanation about this background.,EXPLAIN,True,"{""language_style"": ""simple""}",2.291,3.786,6.077
gen_436,මට මේක තව ටිකක් විස්තරාත්මකව කියල දෙන්න,EXPLAIN,Let me explain this in more detail .,EXPLAIN,True,"{""language_style"": ""simple""}",2.376,3.8,6.176
gen_437,මේ සිද්ධිය ගැන තව පැහැදිලි කරන්න,EXPLAIN,Explain this incident further.,EXPLAIN,True,"{""language_style"": ""simple""}",1.854,3.814,5.667
gen_438,මේ වාක්‍යයේ අර්ථය මොකක්ද,EXPLAIN,What is the meaning of this phrase?,EXPLAIN,True,"{""language_style"": ""simple""}",2.143,3.89,6.033
gen_439,තව දුරටත් මේ ගැන පැහැදිලි කරලා දෙන්න පුළුවන්ද,EXPLAIN,Can you explain this further ?,EXPLAIN,True,"{""language_style"": ""simple""}",1.578,3.765,5.343
gen_440,මේකේ තේරුම ගැඹුරින් විස්තර කරන්න,EXPLAIN,Describe this in depth,EXPLAIN,True,"{""language_style"": ""simple""}",1.403,3.758,5.161
gen_441,මේක ගොඩක් සංකීර්ණයි සරලව කියන්න,SIMPLIFY,It's very complicated.,SIMPLIFY,True,"{""language_style"": ""simple""}",1.807,3.919,5.726
gen_442,මට තේරෙන භාෂාවෙන් ලේසියෙන් කියන්න,SIMPLIFY,I can easily tell you in a clear language.,SIMPLIFY,True,"{""language_style"": ""simple""}",2.384,3.894,6.277
gen_443,අමාරු වචන නැතුව සරලව කියන්න පුළුවන්ද,SIMPLIFY,Can you say it without difficult words?,SIMPLIFY,True,"{""language_style"": ""simple""}",1.972,3.942,5.914
gen_444,මේක තව ටිකක් සරල කරන්න,SIMPLIFY,Make this a little easier .,SIMPLIFY,True,"{""language_style"": ""simple""}",1.72,3.861,5.58
gen_445,සාමාන්‍ය කෙනෙකුට තේරෙන විදිහට මේක සරල කරන්න,SIMPLIFY,Make it simple as a normal person can understand .,SIMPLIFY,True,"{""language_style"": ""simple""}",2.512,3.874,6.386
gen_446,බර වචන අයින් කරලා ලේසි වචන වලින් කියන්න,SIMPLIFY,We have to get rid of the heavy words and say it in easy words.,SIMPLIFY,True,"{""language_style"": ""simple""}",3.725,4.045,7.77
gen_447,පොඩි ළමයෙකුට කියනවා වගේ සරලව පැහැදිලි කරන්න,SIMPLIFY,Just explain it to a little kid .,EXPLAIN,False,"{""language_style"": ""simple""}",1.99,3.948,5.938
gen_448,මේ ලිපිය සරල භාෂාවකට හරවලා කියවන්න,SIMPLIFY,Read this article in simple langage,SIMPLIFY,True,"{""language_style"": ""simple""}",1.867,3.874,5.741
gen_449,තේරුම් ගන්න පහසු විදිහට මේක කියන්න,SIMPLIFY,It's easy to understand.,SIMPLIFY,True,"{""language_style"": ""simple""}",1.898,3.886,5.784
gen_450,ඉතාමත් සරලව මේකේ තේරුම කියන්න,SIMPLIFY,"Very simply, tell me what this means.",EXPLAIN,False,"{""language_style"": ""simple""}",2.372,3.799,6.171
gen_451,මේක වෙන විදිහකට පැහැදිලි කරන්න පුළුවන්ද,REPHRASE,Can you explain this in another way?,EXPLAIN,False,"{""language_style"": ""simple""}",2.093,3.811,5.904
gen_452,ඔය අදහසම වෙනස් වචන පාවිච්චි කරලා කියන්න,REPHRASE,You have the same idea . Use different words .,REPHRASE,True,{},2.472,3.664,6.136
gen_453,වෙනත් ආකාරයකට මේ වාක්‍යය කියවන්න,REPHRASE,"Otherwise, read this sentence.",NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.778,3.866,5.645
gen_454,මේකේ අර්ථය වෙනස් නොකර වෙන විදිහකට කියන්න,REPHRASE,Don't change the meaning of this.,EXPLAIN,False,"{""language_style"": ""simple""}",2.14,3.821,5.962
gen_455,මට ඒක තේරුණේ නෑ වෙන වචන වලින් කියන්න,REPHRASE,I don't understand it. I can't put it another way.,EXPLAIN,False,"{""language_style"": ""technical""}",3.603,3.912,7.515
gen_456,වාක්‍ය රටාව වෙනස් කරලා පැහැදිලි කරන්න,REPHRASE,Change the sentence pattern and explain,EXPLAIN,False,"{""language_style"": ""simple""}",1.623,3.77,5.393
gen_457,වෙන විදිහකට කිව්වොත් කොහොමද මේක තේරුම් ගන්නේ,REPHRASE,"In other words , how do you understand this ?",EXPLAIN,False,"{""language_style"": ""simple""}",2.371,3.823,6.194
gen_458,ඔය දේම වෙනස් විදිහකට හදලා කියන්න,REPHRASE,Tell me how to make it different .,REPHRASE,True,"{""language_style"": ""simple""}",2.091,3.957,6.048
gen_459,මට වෙනත් විදිහකින් මේක අහන්න ඕනේ,REPHRASE,I want to hear this another way .,REPHRASE,True,"{""language_style"": ""simple""}",1.951,3.946,5.897
